      0.00,      0.73,      0.34,      0.45,      0.00,      0.07,     -0.49,      0.13,      0.66,     -0.13,      0.47,     -1.98,     -0.56,     -0.19,      3.92,     -2.12,      8.15,      8.05,      6.25,      2.05,      8.48,      1.00
      0.00,      0.06,      0.58,      0.48,     -0.00,      0.03,     -0.35,      0.26,      0.77,     -1.12,      0.23,     -0.76,      0.24,      0.15,      8.44,     -2.12,      8.15,      8.05,      6.25,      2.05,      8.48,      2.00
      0.00,      0.21,      0.11,      0.17,      0.00,     -0.00,     -0.09,      0.09,      0.23,      0.13,      0.19,     -0.12,      0.09,     -0.01,      7.31,     -2.12,      8.15,      8.05,      6.25,      2.05,      8.48,      2.00
      0.00,      0.28,      0.30,      0.15,      0.00,     -0.04,     -0.19,      0.45,      0.97,     -0.75,      0.30,      0.63,     -0.08,      0.01,      7.90,      4.28,      6.81,      7.41,      6.33,      0.43,      9.23,      0.00
      0.00,     -0.09,     -0.22,      0.39,     -0.00,     -0.00,     -0.03,      0.19,      0.42,     -0.70,      0.05,      0.08,      0.73,     -0.04,      7.54,     -2.12,      8.15,      8.05,      6.25,      2.05,      8.48,      2.00
      0.00,      0.27,     -0.32,      0.15,      0.00,     -0.05,     -0.14,      0.31,      0.61,     -0.07,      0.22,      0.45,      0.19,     -0.01,      7.78,     -2.12,      8.15,      8.05,      6.25,      2.05,      8.48,      2.00
      0.00,      0.16,     -0.36,      0.34,     -0.00,     -0.03,     -0.11,      0.29,      0.61,     -0.43,      0.17,      0.16,      0.50,     -0.05,      8.16,     -2.12,      8.15,      8.05,      6.25,      2.05,      8.48,      2.00
      0.00,      0.15,     -0.54,     -0.02,      0.00,     -0.05,     -0.17,      0.36,      0.74,     -0.29,      0.27,      0.17,      0.02,     -0.01,      7.91,     -2.12,      8.15,      8.05,      6.25,      2.05,      8.48,      2.00
      0.00,      0.21,     -0.39,     -0.04,      0.00,     -0.07,     -0.07,      0.36,      0.64,     -0.06,      0.19,      1.12,      0.08,      0.16,      7.19,     -2.12,      8.15,      8.05,      6.25,      2.05,      8.48,      2.00
      0.00,      0.13,      0.08,      0.06,      0.00,     -0.02,      0.08,      0.13,      0.22,      0.14,      0.23,     -0.34,     -0.06,     -0.01,      7.33,     -2.12,      8.15,      8.05,      6.25,      2.05,      8.48,      2.00
