1000001,900069042,1,1,10,1,2,0,3,0,0,8370
1000001,900248942,1,1,10,1,2,0,1,6,14,15200
1000001,900087842,1,1,10,1,2,0,12,0,0,1422
1000001,900085442,1,1,10,1,2,0,12,14,0,1057
1000002,900285442,0,55,16,3,4,0,8,0,0,7969
1000003,900193542,0,3,15,1,3,0,1,2,0,15227
1000004,900184942,0,5,7,2,2,1,1,8,17,19215
1000004,900346142,0,5,7,2,2,1,1,15,0,15854
1000004,90097242,0,5,7,2,2,1,1,16,0,15686
1000005,900274942,0,3,20,1,1,1,8,0,0,7871
1000005,900251242,0,3,20,1,1,1,5,11,0,5254
1000005,900014542,0,3,20,1,1,1,8,0,0,3957
1000005,900031342,0,3,20,1,1,1,8,0,0,6073
1000005,900145042,0,3,20,1,1,1,1,2,5,15665
1000006,900231342,1,7,9,1,1,0,5,8,14,5378
1000006,900190242,1,7,9,1,1,0,4,5,0,2079
1000006,90096642,1,7,9,1,1,0,2,3,4,13055
1000006,900058442,1,7,9,1,1,0,5,14,0,8851
1000007,900036842,0,4,1,2,1,1,1,14,16,11788
1000008,900249542,0,3,12,3,4,1,1,5,15,19614
1000008,900220442,0,3,12,3,4,1,5,14,0,8584
1000008,900156442,0,3,12,3,4,1,8,0,0,9872
1000008,900213742,0,3,12,3,4,1,8,0,0,9743
1000008,900214442,0,3,12,3,4,1,8,0,0,5982
1000008,900303442,0,3,12,3,4,1,1,8,14,11927
1000009,900135742,0,3,17,3,0,0,6,8,0,16662
1000009,900039942,0,3,17,3,0,0,8,0,0,5887
1000009,900161442,0,3,17,3,0,0,5,14,0,6973
1000009,900078742,0,3,17,3,0,0,5,8,14,5391
1000010,900085942,1,4,1,2,4,1,2,4,8,16352
1000010,900118742,1,4,1,2,4,1,5,11,0,8886
1000010,900297942,1,4,1,2,4,1,8,0,0,5875
1000010,900266842,1,4,1,2,4,1,5,0,0,8854
1000010,900058342,1,4,1,2,4,1,3,4,0,10946
1000010,900032442,1,4,1,2,4,1,5,0,0,5152
1000010,900105942,1,4,1,2,4,1,5,0,0,7089
1000010,900182642,1,4,1,2,4,1,2,4,9,12909
1000010,900186942,1,4,1,2,4,1,5,12,0,8770
1000010,900155442,1,4,1,2,4,1,1,11,15,15212
1000010,900221342,1,4,1,2,4,1,1,2,5,15705
1000010,900087242,1,4,1,2,4,1,14,0,0,7947
1000010,900111142,1,4,1,2,4,1,1,15,16,18963
1000010,900259342,1,4,1,2,4,1,5,9,0,8718
1000010,90094542,1,4,1,2,4,1,2,4,9,16406
1000010,900148642,1,4,1,2,4,1,6,10,13,12642
1000010,900312142,1,4,1,2,4,1,8,0,0,10007
1000010,900113242,1,4,1,2,4,1,1,6,8,11562
1000011,900192642,1,3,1,3,1,0,8,17,0,6171
1000011,900110842,1,3,1,3,1,0,1,2,5,19327
1000011,900189642,1,3,1,3,1,0,8,13,0,8027
1000012,900304242,0,3,12,3,2,0,1,6,0,15246
1000012,900365242,0,3,12,3,2,0,5,8,0,6865
1000013,900129542,0,5,1,3,3,1,8,14,0,5839
1000013,900140742,0,5,1,3,3,1,1,15,0,15912
1000013,900182342,0,5,1,3,3,1,1,5,6,12107
1000014,900276642,0,4,0,3,0,0,8,11,0,5848
1000015,900334242,0,3,7,1,1,0,1,8,0,19653
1000015,900247542,0,3,7,1,1,0,8,16,0,5958
1000015,900338442,0,3,7,1,1,0,1,16,0,11415
1000015,900275142,0,3,7,1,1,0,5,8,0,5380
1000015,900333042,0,3,7,1,1,0,5,8,0,3594
1000015,900166242,0,3,7,1,1,0,8,0,0,4209
1000015,900161942,0,3,7,1,1,0,5,8,0,5407
1000015,900348242,0,3,7,1,1,0,8,0,0,7803
1000015,900042142,0,3,7,1,1,0,1,2,6,11458
1000016,900244242,1,4,0,3,0,1,1,2,15,11755
1000016,900217742,1,4,0,3,0,1,5,14,0,8702
1000017,900019342,0,7,1,3,0,0,1,6,15,15872
1000017,900100642,0,7,1,3,0,0,5,15,0,8609
1000017,900073842,0,7,1,3,0,0,1,15,17,15172
1000018,900366542,1,2,3,2,3,0,5,0,0,1780
1000018,900190742,1,2,3,2,3,0,3,4,9,10754
1000018,900151842,1,2,3,2,3,0,4,8,9,2802
1000018,900112642,1,2,3,2,3,0,1,2,5,19473
1000018,900118442,1,2,3,2,3,0,1,2,0,19672
1000018,900034442,1,2,3,2,3,0,1,14,16,19313
1000018,900222242,1,2,3,2,3,0,1,2,13,15182
1000018,900118342,1,2,3,2,3,0,2,3,15,15985
1000018,900324742,1,2,3,2,3,0,2,9,14,16454
1000018,900190042,1,2,3,2,3,0,3,4,5,13551
1000018,90094142,1,2,3,2,3,0,4,5,0,697
1000018,900138542,1,2,3,2,3,0,5,6,0,7030
1000018,900158542,1,2,3,2,3,0,5,6,13,5430
1000018,900157542,1,2,3,2,3,0,8,14,0,8011
1000018,900044142,1,2,3,2,3,0,8,16,0,5912
1000019,900112542,0,1,10,1,3,0,1,11,15,7746
1000019,900339542,0,1,10,1,3,0,1,0,0,19525
1000019,900127842,0,1,10,1,3,0,1,2,15,11959
1000019,900125942,0,1,10,1,3,0,1,2,15,19172
1000019,900251342,0,1,10,1,3,0,5,11,0,8773
1000019,900249642,0,1,10,1,3,0,3,5,0,11023
1000019,900124842,0,1,10,1,3,0,11,0,0,4654
1000019,900250642,0,1,10,1,3,0,11,0,0,4664
1000019,900058142,0,1,10,1,3,0,3,4,12,8290
1000019,900117442,0,1,10,1,3,0,5,14,0,7011
1000019,900251642,0,1,10,1,3,0,1,2,4,4211
1000019,900244842,0,1,10,1,3,0,11,0,0,1539
1000021,900220242,0,2,16,2,0,0,3,12,0,3055
1000022,900351142,0,2,15,1,4,0,1,8,17,12099
1000022,900213242,0,2,15,1,4,0,5,8,0,8797
1000022,900195942,0,2,15,1,4,0,3,4,0,10681
1000022,900115642,0,2,15,1,4,0,8,14,0,7801
1000022,90098242,0,2,15,1,4,0,1,16,0,15517
1000022,900262242,0,2,15,1,4,0,1,11,16,12098
1000022,900258742,0,2,15,1,4,0,5,0,0,6976
1000022,900218242,0,2,15,1,4,0,5,8,0,5384
1000022,900021742,0,2,15,1,4,0,5,0,0,6973
1000022,900313042,0,2,15,1,4,0,5,14,0,5168
1000022,900133742,0,2,15,1,4,0,5,14,0,3449
1000022,900077042,0,2,15,1,4,0,5,0,0,7177
1000022,900280542,0,2,15,1,4,0,11,0,0,4570
1000022,900225842,0,2,15,1,4,0,2,4,15,9564
1000023,900278942,0,4,0,2,3,1,1,2,3,15766
1000023,900004742,0,4,0,2,3,1,6,16,0,8481
1000023,900198042,0,4,0,2,3,1,11,16,0,6108
1000023,900177442,0,4,0,2,3,1,1,6,8,15354
1000023,900000642,0,4,0,2,3,1,1,6,16,12015
1000023,900288942,0,4,0,2,3,1,1,2,5,15371
1000023,900270942,0,4,0,2,3,1,1,2,15,19239
1000023,900345842,0,4,0,2,3,1,2,8,14,16137
1000023,900032042,0,4,0,2,3,1,1,2,15,11887
1000023,900313042,0,4,0,2,3,1,5,14,0,5183
1000023,900112342,0,4,0,2,3,1,13,16,0,584
1000023,900031842,0,4,0,2,3,1,1,5,12,7601
1000024,900346642,1,3,7,1,3,1,8,0,0,2230
1000024,900205642,1,3,7,1,3,1,5,8,0,6940
1000024,900248942,1,3,7,1,3,1,1,6,14,15774
1000025,900206442,0,2,4,3,4,0,1,5,9,15361
1000025,900046742,0,2,4,3,4,0,1,2,15,15770
1000025,900120042,0,2,4,3,4,0,1,2,0,18974
1000026,900043242,0,3,7,2,2,1,5,0,0,1848
1000026,900057242,0,3,7,2,2,1,5,0,0,3624
1000026,900022842,0,3,7,2,2,1,5,0,0,5275
1000026,900252042,0,3,7,2,2,1,5,14,0,5356
1000026,900042242,0,3,7,2,2,1,5,15,0,5411
1000026,900059542,0,3,7,2,2,1,2,4,0,9734
1000026,900346642,0,3,7,2,2,1,8,0,0,7814
1000026,900021242,0,3,7,2,2,1,8,16,0,6098
1000026,900023042,0,3,7,2,2,1,5,14,0,5195
1000026,900144242,0,3,7,2,2,1,5,14,0,5220
1000026,900101342,0,3,7,2,2,1,6,8,0,16093
1000026,900289342,0,3,7,2,2,1,5,8,14,3702
1000027,900281742,0,3,11,3,1,1,5,8,18,8696
1000027,900266642,0,3,11,3,1,1,1,8,9,7730
1000027,900323742,0,3,11,3,1,1,8,0,0,9836
1000027,900116342,0,3,11,3,1,1,2,0,0,16500
1000027,900117142,0,3,11,3,1,1,2,17,0,15903
1000028,900084442,1,3,1,3,2,1,13,16,0,758
1000028,900331542,1,3,1,3,2,1,5,8,0,6904
1000028,900118742,1,3,1,3,2,1,5,11,0,8690
1000028,900178942,1,3,1,3,2,1,5,8,0,8624
1000028,900026042,1,3,1,3,2,1,8,14,17,3904
1000029,900233542,0,4,7,3,1,0,1,15,0,19068
1000029,900127242,0,4,7,3,1,0,1,16,0,7963
1000029,900349942,0,4,7,3,1,0,1,5,0,15511
1000029,900303342,0,4,7,3,1,0,1,16,0,11859
1000030,900051442,1,4,7,3,3,0,8,17,0,9735
1000030,900275642,1,4,7,3,3,0,8,0,0,4166
1000030,900278642,1,4,7,3,3,0,5,0,0,6927
1000031,900117442,0,55,7,3,2,0,5,14,0,8596
1000031,900322042,0,55,7,3,2,0,5,8,0,5248
1000031,900216342,0,55,7,3,2,0,3,4,5,10592
1000031,900329342,0,55,7,3,2,0,5,0,0,3482
1000032,900332342,1,3,0,3,3,1,5,8,0,7134
1000033,900285442,0,5,3,1,1,1,8,0,0,7854
1000033,900111742,0,5,3,1,1,1,15,0,0,17391
1000033,900293742,0,5,3,1,1,1,8,0,0,6074
1000033,900032842,0,5,3,1,1,1,8,0,0,6119
1000033,900216142,0,5,3,1,1,1,1,16,0,15333
1000033,900001642,0,5,3,1,1,1,8,16,0,6129
1000033,900351842,0,5,3,1,1,1,5,0,0,5265
1000033,900145442,0,5,3,1,1,1,8,15,0,7888
1000033,900344242,0,5,3,1,1,1,8,10,0,4035
1000033,900327242,0,5,3,1,1,1,5,8,0,5280
1000033,900241142,0,5,3,1,1,1,8,0,0,7909
1000033,900219242,0,5,3,1,1,1,4,5,0,811
1000033,900057342,0,5,3,1,1,1,4,5,0,2846
1000033,900165742,0,5,3,1,1,1,8,16,0,7994
1000033,900154642,0,5,3,1,1,1,8,0,0,3897
1000034,900192942,1,2,0,1,0,0,5,0,0,6996
